league,team,overall,attack,midfield,defence,transfer_budget,players,fifa_edition,update
ESP-La Liga,Getafe,76,82,76,75,€0,27,FIFA 07,"Feb 22, 2007"
ESP-La Liga,Celta de Vigo,76,79,76,75,€0,33,FIFA 07,"Feb 22, 2007"
ESP-La Liga,Mallorca,76,77,78,74,€0,25,FIFA 07,"Feb 22, 2007"
ESP-La Liga,Rayo Vallecano,76,76,77,77,€0,27,FIFA 07,"Feb 22, 2007"
ESP-La Liga,Girona,76,77,76,76,€0,33,FIFA 07,"Feb 22, 2007"
ESP-La Liga,Almería,75,76,74,74,€0,29,FIFA 07,"Feb 22, 2007"
ESP-La Liga,Cádiz,75,74,75,73,€0,32,FIFA 07,"Feb 22, 2007"
ESP-La Liga,Valencia,75,74,74,76,€0,30,FIFA 07,"Feb 22, 2007"
ESP-La Liga,Las Palmas,74,75,75,72,€0,27,FIFA 07,"Feb 22, 2007"
ESP-La Liga,Granada,73,76,72,72,€0,29,FIFA 07,"Feb 22, 2007"
ESP-La Liga,Deportivo Alavés,72,73,73,73,€0,28,FIFA 07,"Feb 22, 2007"
ESP-La Liga,Real Madrid,85,85,85,83,€0,33,FIFA 08,"Aug 30, 2007"
ESP-La Liga,FC Barcelona,84,84,84,83,€0,32,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Atlético Madrid,83,85,82,81,€0,33,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Sevilla,80,80,79,82,€0,33,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Athletic Club,79,77,79,77,€0,27,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Real Betis,79,83,79,77,€0,31,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Real Sociedad,79,79,81,79,€0,33,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Villarreal,79,79,80,77,€0,25,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Osasuna,77,77,77,77,€0,32,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Getafe,76,82,76,75,€0,27,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Celta de Vigo,76,79,76,75,€0,33,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Mallorca,76,77,78,74,€0,25,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Rayo Vallecano,76,76,77,77,€0,27,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Girona,76,77,76,76,€0,33,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Almería,75,76,74,74,€0,29,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Cádiz,75,74,75,73,€0,32,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Valencia,75,74,74,76,€0,30,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Las Palmas,74,75,75,72,€0,27,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Granada,73,76,72,72,€0,29,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Deportivo Alavés,72,73,73,73,€0,28,FIFA 08,"Aug 30, 2007"
ESP-La Liga,Real Madrid,85,85,85,83,€0,33,FIFA 08,"Feb 22, 2008"
ESP-La Liga,FC Barcelona,84,84,84,83,€0,32,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Atlético Madrid,83,85,82,81,€0,33,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Sevilla,80,80,79,82,€0,33,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Athletic Club,79,77,79,77,€0,27,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Real Betis,79,83,79,77,€0,31,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Real Sociedad,79,79,81,79,€0,33,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Villarreal,79,79,80,77,€0,25,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Osasuna,77,77,77,77,€0,32,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Getafe,76,82,76,75,€0,27,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Celta de Vigo,76,79,76,75,€0,33,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Mallorca,76,77,78,74,€0,25,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Rayo Vallecano,76,76,77,77,€0,27,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Girona,76,77,76,76,€0,33,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Almería,75,76,74,74,€0,29,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Cádiz,75,74,75,73,€0,32,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Valencia,75,74,74,76,€0,30,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Las Palmas,74,75,75,72,€0,27,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Granada,73,76,72,72,€0,29,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Deportivo Alavés,72,73,73,73,€0,28,FIFA 08,"Feb 22, 2008"
ESP-La Liga,Real Madrid,85,85,85,83,€0,33,FIFA 09,"Aug 30, 2008"
ESP-La Liga,FC Barcelona,84,84,84,83,€0,32,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Atlético Madrid,83,85,82,81,€0,33,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Sevilla,80,80,79,82,€0,33,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Athletic Club,79,77,79,77,€0,27,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Real Betis,79,83,79,77,€0,31,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Real Sociedad,79,79,81,79,€0,33,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Villarreal,79,79,80,77,€0,25,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Osasuna,77,77,77,77,€0,32,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Getafe,76,82,76,75,€0,27,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Celta de Vigo,76,79,76,75,€0,33,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Mallorca,76,77,78,74,€0,25,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Rayo Vallecano,76,76,77,77,€0,27,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Girona,76,77,76,76,€0,33,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Almería,75,76,74,74,€0,29,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Cádiz,75,74,75,73,€0,32,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Valencia,75,74,74,76,€0,30,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Las Palmas,74,75,75,72,€0,27,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Granada,73,76,72,72,€0,29,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Deportivo Alavés,72,73,73,73,€0,28,FIFA 09,"Aug 30, 2008"
ESP-La Liga,Real Madrid,85,85,85,83,€0,33,FIFA 09,"Feb 22, 2009"
ESP-La Liga,FC Barcelona,84,84,84,83,€0,32,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Atlético Madrid,83,85,82,81,€0,33,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Sevilla,80,80,79,82,€0,33,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Athletic Club,79,77,79,77,€0,27,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Real Betis,79,83,79,77,€0,31,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Real Sociedad,79,79,81,79,€0,33,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Villarreal,79,79,80,77,€0,25,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Osasuna,77,77,77,77,€0,32,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Getafe,76,82,76,75,€0,27,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Celta de Vigo,76,79,76,75,€0,33,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Mallorca,76,77,78,74,€0,25,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Rayo Vallecano,76,76,77,77,€0,27,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Girona,76,77,76,76,€0,33,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Almería,75,76,74,74,€0,29,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Cádiz,75,74,75,73,€0,32,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Valencia,75,74,74,76,€0,30,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Las Palmas,74,75,75,72,€0,27,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Granada,73,76,72,72,€0,29,FIFA 09,"Feb 22, 2009"
ESP-La Liga,Deportivo Alavés,72,73,73,73,€0,28,FIFA 09,"Feb 22, 2009"
ESP-La Liga,FC Barcelona,84,75,76,75,€85M,32,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Real Madrid,83,79,78,76,€100M,31,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Valencia,80,79,77,75,€18M,28,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Sevilla,79,74,77,73,€30M,31,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Atlético Madrid,79,77,73,74,€25M,28,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Villarreal,78,79,77,76,€17.5M,22,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Deportivo La Coruña,76,73,71,70,€8M,28,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Getafe,75,76,73,74,€2.5M,26,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Athletic Club,75,67,71,68,€8.5M,33,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Espanyol,75,75,70,65,€11M,28,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Racing Santander,75,69,70,67,€3.5M,33,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Málaga,74,74,69,69,€2.5M,32,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Almería,74,71,70,69,€2.8M,26,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Real Valladolid,74,71,72,72,€3.3M,29,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Osasuna,74,71,72,72,€5.5M,26,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Real Zaragoza,74,71,70,69,€5M,31,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Mallorca,73,71,71,72,€2M,29,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Sporting Gijón,73,72,71,68,€1.9M,29,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Tenerife,72,68,70,68,€1.6M,29,FIFA 10,"Aug 30, 2009"
ESP-La Liga,Xerez,72,69,66,67,€1.6M,28,FIFA 10,"Aug 30, 2009"
ESP-La Liga,FC Barcelona,84,73,77,74,€85M,35,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Real Madrid,83,71,80,72,€100M,35,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Valencia,80,73,76,75,€18M,31,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Sevilla,79,71,78,71,€30M,33,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Atlético Madrid,79,70,73,69,€25M,32,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Villarreal,78,78,75,74,€17.5M,25,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Deportivo La Coruña,76,69,71,69,€8M,33,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Getafe,75,72,72,75,€2.5M,26,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Athletic Club,75,66,70,70,€8.5M,35,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Espanyol,75,73,67,67,€11M,35,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Racing Santander,75,68,71,65,€3.5M,33,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Málaga,74,68,69,68,€2.5M,34,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Almería,74,69,69,68,€2.8M,31,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Real Valladolid,74,68,71,71,€3.3M,32,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Osasuna,74,68,69,70,€5.5M,31,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Real Zaragoza,74,70,72,68,€5M,35,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Mallorca,73,70,70,68,€2M,35,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Sporting Gijón,73,69,71,68,€1.9M,31,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Tenerife,72,67,70,68,€1.6M,31,FIFA 10,"Feb 22, 2010"
ESP-La Liga,Xerez,72,67,64,67,€1.6M,30,FIFA 10,"Feb 22, 2010"
ESP-La Liga,FC Barcelona,83,82,80,80,€90M,23,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Real Madrid,83,74,79,76,€98.4M,35,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Valencia,79,76,73,72,€21.6M,35,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Sevilla,79,73,74,74,€24M,35,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Atlético Madrid,79,75,70,72,€20.4M,35,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Villarreal,78,78,76,73,€17M,24,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Athletic Club,76,69,70,70,€8.5M,35,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Getafe,75,68,71,69,€9M,35,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Deportivo La Coruña,75,70,70,70,€750K,35,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Almería,74,68,69,67,€5M,35,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Espanyol,74,71,68,67,€6M,33,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Mallorca,74,69,67,67,€750K,35,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Sporting Gijón,74,71,67,68,€1.4M,35,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Osasuna,74,65,70,68,€5.5M,35,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Real Zaragoza,74,68,68,68,€10M,32,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Hércules,73,72,70,71,€5M,27,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Málaga,73,68,71,69,€10M,34,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Racing Santander,73,68,69,69,€8M,33,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Levante,72,67,66,68,€900K,35,FIFA 11,"Aug 30, 2010"
ESP-La Liga,Real Sociedad,72,68,68,67,€3M,33,FIFA 11,"Aug 30, 2010"
ESP-La Liga,FC Barcelona,83,82,80,79,€90M,25,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Real Madrid,83,74,77,79,€98.4M,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Valencia,79,78,73,72,€21.6M,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Sevilla,79,73,74,74,€24M,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Atlético Madrid,79,70,72,71,€20.4M,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Villarreal,78,80,77,74,€17M,23,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Athletic Club,76,70,73,69,€8.5M,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Getafe,75,69,71,69,€9M,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Deportivo La Coruña,75,70,70,71,€750K,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Almería,74,67,69,69,€5M,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Espanyol,74,70,67,66,€6M,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Mallorca,74,67,69,67,€750K,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Sporting Gijón,74,69,68,67,€1.4M,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Osasuna,74,65,70,69,€5.5M,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Real Zaragoza,74,69,67,67,€10M,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Hércules,73,72,71,72,€5M,27,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Málaga,73,67,70,69,€10M,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Racing Santander,73,65,68,68,€8M,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Levante,72,70,65,68,€900K,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,Real Sociedad,72,68,67,70,€3M,35,FIFA 11,"Feb 22, 2011"
ESP-La Liga,FC Barcelona,87,85,83,79,€77M,26,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Real Madrid,85,77,81,75,€98.4M,33,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Villarreal,80,77,78,75,€15M,24,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Atlético Madrid,80,74,72,75,€27M,33,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Valencia,79,73,73,73,€20M,33,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Málaga,78,70,75,71,€45M,33,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Sevilla,78,75,72,73,€16M,30,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Athletic Club,77,70,71,70,€9.5M,33,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Getafe,75,70,71,70,€10M,33,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Espanyol,75,69,72,66,€8M,33,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Real Sociedad,74,67,68,69,€3M,33,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Sporting Gijón,74,69,69,69,€1.4M,32,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Real Zaragoza,74,70,66,69,€4.5M,31,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Levante,73,68,68,70,€2.5M,32,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Real Betis,73,72,67,68,€3M,33,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Mallorca,73,67,68,70,€1.5M,32,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Granada,73,65,68,67,€2.5M,32,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Racing Santander,72,63,68,66,€900K,33,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Osasuna,72,64,71,68,€4.5M,30,FIFA 12,"Aug 30, 2011"
ESP-La Liga,Rayo Vallecano,70,67,65,68,€800K,31,FIFA 12,"Aug 30, 2011"
ESP-La Liga,FC Barcelona,86,81,84,80,€77M,26,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Real Madrid,85,78,79,76,€98.4M,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Valencia,79,74,72,74,€20M,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Atlético Madrid,79,70,72,74,€27M,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Málaga,78,67,74,73,€45M,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Sevilla,78,75,72,71,€16M,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Athletic Club,77,70,71,70,€9.5M,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Villarreal,77,77,76,74,€15M,25,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Getafe,75,67,72,68,€10M,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Espanyol,75,70,72,69,€8M,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Levante,74,66,68,69,€2.5M,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Real Betis,73,68,72,69,€3M,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Mallorca,73,66,69,68,€1.5M,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Real Sociedad,73,67,66,70,€3M,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Sporting Gijón,73,69,69,68,€1.4M,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Osasuna,73,67,69,69,€4.5M,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Granada,73,66,68,67,€2.5M,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Real Zaragoza,73,69,66,68,€4.5M,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Racing Santander,72,64,68,67,€900K,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,Rayo Vallecano,72,68,68,66,€800K,33,FIFA 12,"Feb 22, 2012"
ESP-La Liga,FC Barcelona,85,87,84,84,€77M,28,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Real Madrid,85,86,85,83,€98.4M,25,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Valencia,80,80,79,79,€20M,32,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Atlético Madrid,79,81,79,78,€27M,32,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Málaga,77,75,77,76,€12M,31,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Sevilla,77,80,76,76,€16M,31,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Athletic Club,76,77,75,77,€9.5M,30,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Getafe,75,73,74,75,€10M,33,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Espanyol,74,73,73,75,€8M,31,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Real Sociedad,74,76,74,72,€3M,31,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Osasuna,74,72,73,74,€4.5M,32,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Levante,73,73,73,73,€2.5M,33,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Real Betis,73,74,72,72,€3M,32,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Mallorca,73,72,73,73,€1.5M,32,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Granada,73,73,72,72,€2.5M,30,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Deportivo La Coruña,73,73,73,72,€2M,31,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Celta de Vigo,72,72,72,71,€2.3M,30,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Real Valladolid,72,72,72,71,€3M,27,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Rayo Vallecano,72,72,71,72,€2M,31,FIFA 13,"Aug 31, 2012"
ESP-La Liga,Real Zaragoza,72,73,71,71,€4.5M,33,FIFA 13,"Aug 31, 2012"
ESP-La Liga,FC Barcelona,85,87,84,84,€77M,23,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Real Madrid,84,85,85,82,€98.4M,24,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Atlético Madrid,80,82,79,80,€27M,33,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Valencia,79,78,78,78,€20M,33,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Málaga,78,76,78,76,€12M,33,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Sevilla,77,80,74,75,€16M,32,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Athletic Club,76,78,76,75,€9.5M,33,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Getafe,75,71,74,74,€10M,33,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Levante,74,79,73,74,€2.5M,33,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Real Betis,74,74,74,74,€3M,33,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Real Sociedad,74,75,73,73,€3M,33,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Celta de Vigo,73,75,71,70,€2.3M,33,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Espanyol,73,74,72,73,€8M,32,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Mallorca,73,72,72,73,€1.5M,33,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Real Valladolid,73,73,71,73,€3M,33,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Rayo Vallecano,73,75,74,71,€2M,33,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Granada,73,71,73,72,€2.5M,31,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Deportivo La Coruña,73,73,72,71,€2M,33,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Osasuna,72,69,70,73,€4.5M,33,FIFA 13,"Feb 15, 2013"
ESP-La Liga,Real Zaragoza,72,77,72,69,€4.5M,33,FIFA 13,"Feb 15, 2013"
ESP-La Liga,FC Barcelona,85,87,84,83,€77M,23,FIFA 13,"Feb 22, 2013"
ESP-La Liga,Real Madrid,84,80,85,82,€98.4M,26,FIFA 13,"Feb 22, 2013"
ESP-La Liga,Atlético Madrid,80,83,79,80,€27M,33,FIFA 13,"Feb 22, 2013"
ESP-La Liga,Valencia,79,80,77,78,€20M,33,FIFA 13,"Feb 22, 2013"
ESP-La Liga,Málaga,78,76,76,76,€12M,33,FIFA 13,"Feb 22, 2013"
